x,y,class
-0.006712766365949265,0.044174886711039245,0.0
-0.044112756271551826,-0.02719691971834062,0.0
0.022982877667217017,0.009469407025318627,0.0
-0.02613361302756072,0.04788432702134676,0.0
0.09270485518476161,-0.05384787509198245,0.0
0.17352826377832392,0.054136324832912204,0.0
-0.06706232410116467,-0.014864919433321418,0.0
0.12828104973101323,-0.08185687933973601,0.0
0.14249730259358506,-0.030724274413521203,0.0
0.10497157442570795,-0.001468125239405451,0.0
0.06405173684191395,0.07869375172009471,0.0
0.07964580599753245,-0.01370002634184956,0.0
0.05663730458561168,0.09174542910978671,0.0
0.06527045421090084,0.023512569830809474,0.0
0.1689468713612555,0.030323949417929635,0.0
0.13939678023948132,0.04783608584433126,0.0
0.10539613230499759,-0.0069428101427540315,0.0
0.15207454367285017,0.0783572549818857,0.0
0.07571167996163497,0.09716096437735422,0.0
0.09360428225639651,0.1139897876884089,0.0
0.17343515682260147,0.08651247996483048,0.0
0.1501765141499225,0.011176356642155494,0.0
0.21383041215038973,0.12869751618569691,0.0
0.1676195092950668,0.13739582085110652,0.0
0.24058463017280812,0.027805159410899005,0.0
0.13100566647857004,0.20416904749979406,0.0
0.20686417458099035,0.23200427445309424,0.0
0.25006188263477436,0.15378323892585655,0.0
0.17437155749266137,0.1414135087512828,0.0
0.16064440785967946,0.15076895204411814,0.0
0.05958349151450994,0.25268328630461767,0.0
0.22284756755777244,0.19818062577179957,0.0
0.14070912314143408,0.1518035120839429,0.0
0.14299146612694758,0.3080759492015537,0.0
0.10703053695604846,0.18738447298971972,0.0
0.20754062655500638,0.15146217979851895,0.0
0.13691980055190162,0.18320192106297584,0.0
0.1663904299454313,0.1581358109757136,0.0
0.16384772474853782,0.28773966325061445,0.0
0.18366793366222187,0.31482896253770454,0.0
0.22607457993064786,0.20320262529872865,0.0
0.12427663356776977,0.32763055701253424,0.0
0.269178326914984,0.23654369103102654,0.0
0.11230022639880631,0.35232904430430717,0.0
0.209546683947699,0.3232019280239263,0.0
0.2244043918839955,0.2928707272262654,0.0
0.13850034876494838,0.22518524475609347,0.0
0.20756465458207618,0.44297856689931114,0.0
0.08469313955737576,0.27803653545782814,0.0
0.12796687332820925,0.3840157313244589,0.0
0.007004832964457308,0.3627947344203284,0.0
0.05904651503788273,0.4178780442983802,0.0
0.10742373876597341,0.394029123022272,0.0
0.09229154160177502,0.4724384130490679,0.0
0.10355563939190149,0.416332146714693,0.0
0.06043828830479907,0.4180893614922434,0.0
0.12573277195302168,0.43742716482655,0.0
0.16161807297783748,0.5166650126421929,0.0
0.05502687474550626,0.4826631665029546,0.0
0.08418255920485448,0.4872972542245613,0.0
-0.0201036328295369,0.4986817293759997,0.0
0.0901439206568468,0.4427517938187145,0.0
0.09231162329839392,0.44116835962305556,0.0
-0.017356498568489212,0.5532716454623428,0.0
0.03332000796209025,0.5512775450065281,0.0
0.029122508252899526,0.46361423391139667,0.0
-0.07304921744663401,0.5121718601139015,0.0
-0.0585139091087242,0.5588548043128068,0.0
-0.13713632029861644,0.5234916847111368,0.0
-0.2051286275596768,0.4707170288335958,0.0
-0.09496958210703647,0.47562203301993083,0.0
-0.13822763517897735,0.5406001799147219,0.0
-0.1829766502023882,0.561153949974228,0.0
-0.12640429749133214,0.5232880679795839,0.0
-0.13204424879875246,0.628273996032766,0.0
-0.2744530882974503,0.5314976195314527,0.0
-0.23185465620331422,0.716129994235313,0.0
-0.2524618091811342,0.5880299906851667,0.0
-0.22188515009552037,0.6021054857405066,0.0
-0.22337444122257444,0.5037461612171955,0.0
-0.28133171506865723,0.5787674819520381,0.0
-0.31583956227935656,0.6611884937273163,0.0
-0.28386490379176943,0.5171880750571061,0.0
-0.3183136769904133,0.5277629556098898,0.0
-0.31530598751757805,0.5553103576008374,0.0
-0.39189144256387454,0.5504472059297163,0.0
-0.4422360091501895,0.504369510054778,0.0
-0.37710827598071917,0.6266265287087263,0.0
-0.45699244458323157,0.5838851528982273,0.0
-0.4316382487817605,0.5607743998704453,0.0
-0.5281578688860255,0.5093232833643236,0.0
-0.530406875111536,0.528061751995279,0.0
-0.5112769519989796,0.5783355746844293,0.0
-0.5501685756087541,0.5425311971354139,0.0
-0.5231194980923344,0.5327477631411073,0.0
-0.7026825872574118,0.5070253573730872,0.0
-0.6124360958696344,0.48905657848727285,0.0
-0.5381764039145822,0.48480843971582227,0.0
-0.553393410849934,0.5332692827877563,0.0
-0.7131850631362804,0.5137107077548095,0.0
-0.5521273364678989,0.41842716132889196,0.0
-0.5766361906314692,0.5298558357843405,0.0
-0.7145267603776022,0.47217318921886453,0.0
-0.7381192348044653,0.450876149336512,0.0
-0.6588333024644125,0.40909300603927984,0.0
-0.659362221924062,0.396547023894478,0.0
-0.7651211207381307,0.41508851286207793,0.0
-0.8678744797344188,0.45944702707787194,0.0
-0.8153193962330394,0.35153407594640707,0.0
-0.8514038401350249,0.3863108314561819,0.0
-0.708988607008705,0.32090637939779093,0.0
-0.8272517297606422,0.31394949355146157,0.0
-0.8096656703012532,0.3293412530916439,0.0
-0.9040170399946879,0.27115620354520237,0.0
-0.9159472222437063,0.25519809625233053,0.0
-0.8271424428307165,0.1265534973051108,0.0
-0.9813417524256098,0.13991688103057065,0.0
-0.9318979838616696,0.2864172153146993,0.0
-0.9433861729754016,0.16335855948894615,0.0
-0.9147778096136348,0.14238330752257244,0.0
-1.0220846612639227,0.07313234598252212,0.0
-0.8840003918094422,0.1643322326765367,0.0
-0.9931150684007233,0.03881405908117709,0.0
-0.9315057717858727,0.06551685663350987,0.0
-0.9983590524445227,0.0007056941592517608,0.0
-1.0310586157108814,-0.058200944992493744,0.0
-0.9897295770442587,-0.08249789657845481,0.0
-0.986006471808986,-0.07263106126886747,0.0
-1.0312541195725653,-0.10135591509011274,0.0
-1.0105732210698692,-0.17200667532135444,0.0
-0.9792941031671503,-0.15476812499869252,0.0
-1.0381029081516648,-0.07071076149800082,0.0
-1.0134872266954522,-0.15828884262784032,0.0
-1.0231143408780334,-0.13569503678886957,0.0
-0.945063055652006,-0.26366479024445616,0.0
-1.0444612725017282,-0.23961450802486384,0.0
-1.060897498561462,-0.3396473730373619,0.0
-1.0693071319741012,-0.40300906810463366,0.0
-1.0824826572308281,-0.2856826717350833,0.0
-1.0631304659514587,-0.34683990003534926,0.0
-1.0964503671199213,-0.44018985855232495,0.0
-1.055037479953724,-0.5256612600129837,0.0
-1.0078928331698045,-0.5301438886902767,0.0
-1.0108144128978953,-0.5614824672960184,0.0
-1.124875139745174,-0.5689537395846148,0.0
-1.0516791216699652,-0.5558171902589155,0.0
-0.9642726040130266,-0.620964844435399,0.0
-1.0443742475248665,-0.6611024222913461,0.0
-1.0310697265479143,-0.6729760256805193,0.0
-0.926615688457943,-0.6718625438438818,0.0
-0.9682210839601603,-0.7567906390532843,0.0
-0.9251327465157834,-0.8159978262150296,0.0
-0.9149928411023944,-0.755874011066821,0.0
-0.92618125603235,-0.8070230182567599,0.0
-1.0056089402492014,-0.850496937202684,0.0
-0.9026918545352992,-0.8632389952205428,0.0
-0.9172563936257744,-0.8114702487050508,0.0
-0.8833705333504182,-0.8449157200835403,0.0
-0.919329583185351,-0.9214957074735998,0.0
-0.7584651816307417,-0.9773333727971992,0.0
-0.7348096454824522,-0.9795839659990936,0.0
-0.8496893305560609,-0.9944065905351835,0.0
-0.7954879526761856,-1.032046066970248,0.0
-0.7165338325442037,-1.062904966122831,0.0
-0.751304425979037,-1.018286956239451,0.0
-0.6884168449373091,-1.1641778466245842,0.0
-0.7239451027523166,-1.177637910782797,0.0
-0.6802782173571179,-1.1744293835097552,0.0
-0.6895579824817061,-1.2247736302584826,0.0
-0.5095340323929005,-1.2152248272789261,0.0
-0.6233157247084402,-1.2133554278595708,0.0
-0.6296934940786573,-1.2510572827986557,0.0
-0.49167883474679236,-1.219038422804459,0.0
-0.48902254500010844,-1.3019588932989024,0.0
-0.4844845311213457,-1.2814615457653555,0.0
-0.40315759735249507,-1.3404187703179462,0.0
-0.2876169874597762,-1.412910922610978,0.0
-0.3606702857038275,-1.3676473009736354,0.0
